objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"LUNA Capital","323613","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","88446509","6.188","7.07335","2.2388","2228","4881","thing","LUNA Capital","1","4","45","45","45","2021","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Lunar","383452","0","1","0","0","0","0","0","1","0","0","1","3","","","","","","113254804","5.76122","6.91696","1.9375","5140","1591","thing","Lunar","2","4","20","20","20","2024","2,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Lunar Skyline","426665","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","124382850","5.51918","6.85305","0","18976","152","thing","Lunar Skyline","2","6","30","30","15","2025","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Lunch: The Game of Playground Politics","414848","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","117666041","0","10","0","0","2","thing","Lunch: The Game of Playground Politics","3","4","120","120","90","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Lure","415780","7.8","24","0","1","0","0","0","0","0","0","0","3","","","","","","117326549","5.99955","6.75708","1.2222","3102","3102","thing","Lure","2","5","15","15","15","2024","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","618149323746","21.76","","","","2024-11-29","2nd & Charles","1","","","2024-11-29","","","",""
"Lure: Deep Waters","419579","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","125900181","5.64457","7.49826","1","0","1275","thing","Lure: Deep Waters","2","5","25","25","15","2024","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Luxor","245643","0","7","0","0","0","0","1","1","0","0","1","2","","","","","","105921688","6.64124","7.19805","1.9054","1002","6640","thing","Luxor","2","4","45","45","45","2018","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"LUZ","420862","0","1","0","0","0","0","0","1","0","0","1","3","","","","","","120561145","5.81659","7.07021","1.8333","4469","890","thing","LUZ","3","5","30","30","30","2024","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Macao","55670","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","97708370","6.9668","7.40622","3.1316","525","6893","thing","Macao","2","4","100","100","50","2009","2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Machi Koro 2","340364","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","84676533","6.27045","7.1072","1.561","1911","5854","thing","Machi Koro 2","2","5","45","45","45","2021","2,3,4,5","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Machi Koro: Bright Lights, Big City","205494","7.5","3","3","1","0","0","0","0","0","0","0","3","#medium","","","","","53700241","6.08371","6.64435","1.8333","2667","7416","thing","Machi Koro: Bright Lights, Big City","2","5","30","30","30","2016","2,3,4","3,4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","827714010473","4","USD","","","2018-04-29","Facebook Marketplace","1","","","2018-04-29","","","",""
"Machi Koro: Life","421611","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","131661996","0","7.25","1","0","10","thing","Machi Koro: Life","2","5","45","45","45","2023","4","4","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Machines To The Sky","394082","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","131021327","5.49921","6.74267","2","24888","109","thing","Machines To The Sky","1","4","50","50","15","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"MAD","396334","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","120944255","5.53454","6.55893","2","15170","557","thing","MAD","3","4","15","15","15","2024","3","3","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Mad Gab","764","5","2","1","0","0","0","0","0","1","0","0","3","","","","","","53698090","5.28598","5.0567","1.2353","29334","4470","thing","Mad Gab","2","12","45","45","45","1996","4,5,6,7,8,10,12","6,8","12+","Unplayable in another language","","","","","","standalone","","2.99","USD","","","2022-08-06","Goodwill","1","","","2022-08-06","","","",""
"Mad Gab Card Game","5428","3.5","1","1","1","0","0","0","0","0","0","0","3","#medium","","","","","105757300","5.46378","4.96184","1","28538","765","thing","Mad Gab Card Game","2","10","20","20","20","2000","","","","","","","","","","standalone","027084209747","","","","","","","","","","","","","",""
"Mada","365983","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","104657546","5.68584","6.77295","1.125","6409","951","thing","Mada","2","5","20","20","20","2022","3,4,5","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Madcala","414764","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","117631665","5.55678","7.43333","2","12107","613","thing","Madcala","2","2","30","30","15","2025","2","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Mafia the Party Game","191292","6","4","2","0","0","0","0","0","0","0","0","3","","","","","","68622712","5.53062","6.91305","1.6667","15979","253","thing","Mafia the Party Game","7","36","20","0","20","2014","7,8,9,10,11,12","9","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Mafia the Party Game Deluxe Edition","346571","5.6","0","0","1","0","0","0","0","0","0","0","1","#small","","","","","112302764","0","7.34286","0","0","96","thing","Mafia the Party Game Deluxe Edition","7","30","60","60","20","2018","","","","","","","","","","standalone","650270093716","","","","","","","","","","","","","",""
"Magic Maze","209778","0","0","0","0","0","0","0","1","0","0","0","4","","","","","","53702506","6.78059","6.94101","1.7488","765","37018","thing","Magic Maze","1","8","15","15","15","2017","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Magic Mountain","341919","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","95154450","5.83258","6.85866","1","4334","1512","thing","Magic Mountain","2","6","15","15","15","2021","1,2,3,4","2,3","4–10","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Magic Rabbit","303669","0","0","0","0","0","0","0","1","0","1","0","3","","","","","","94317231","5.72394","7.07708","1.0769","5678","1043","thing","Magic Rabbit","1","4","3","3","3","2020","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Magical Athlete","24565","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","92584503","5.86527","6.5526","1.3086","4028","1334","thing","Magical Athlete","4","5","90","90","60","2003","4,5","5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Magical Athlete","454103","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","136546631","6.06316","7.99913","1.2222","2764","1597","thing","Magical Athlete","2","6","30","30","30","2025","2,3,4,5,6","5,6","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Maglev Metro","301257","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","85074970","6.46419","7.20659","2.8289","1370","5230","thing","Maglev Metro","1","4","90","90","60","2021","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Magnetism Intelligence Strategy Game","418478","0","0","0","0","0","0","1","0","0","1","1","2","","","","","","136825044","5.5195","6.01288","1","18878","367","thing","Magnetism Intelligence Strategy Game","1","4","0","0","0","0","2,3,4","2","6+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Magnum Opus","122691","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","70649152","5.60153","6.95927","2.5385","9014","351","thing","Magnum Opus","2","4","60","60","60","2014","3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Maharani","118402","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","81087971","5.82868","6.56167","2","4367","2407","thing","Maharani","2","4","40","40","40","2012","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mahjong","2093","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","113391323","6.64923","7.06149","2.5832","984","12358","thing","Mahjong","3","4","120","120","120","1850","4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Majolica","258041","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","71357513","5.71125","6.81954","2.7692","5888","452","thing","Majolica","1","4","40","40","40","2018","1,2,3,4","2,3","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Make It Happen","300729","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","103801587","5.47737","4.46415","1","27955","226","thing","Make It Happen","2","12","30","30","30","2020","2,4","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Make the Difference","365727","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","103509492","5.66551","6.88842","1","6853","725","thing","Make the Difference","2","4","30","30","15","2022","2,3,4","2,3","6+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Maki Master","392455","7","1","0","0","0","1","1","0","0","0","1","3","","","","","","113175044","5.71621","7.14789","1.4615","5804","1274","thing","Maki Master","1","4","60","60","30","2024","1,2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Maloney's Inheritance","1924","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","112649464","5.54259","6.00859","2","13822","538","thing","Maloney's Inheritance","3","6","45","45","45","1988","3,4,5,6","4,5,6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Mamma Mia!","49","6.8","1","0","0","0","1","0","1","0","0","1","2","","","","","","79544998","6.21439","6.48904","1.3604","2128","9104","thing","Mamma Mia!","2","5","30","30","30","1998","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mammut","95613","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","81321620","5.67698","6.24415","1.7857","6599","1583","thing","Mammut","2","5","30","30","30","2011","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Los Mampfos","21854","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","128987174","5.59683","6.15197","1.2368","9265","526","thing","Los Mampfos","2","5","20","20","20","2006","2,3,4,5","3,4","5–10","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Man Bites Dog","4035","4","2","0","0","0","0","0","0","1","0","0","3","","","","","","53702462","5.2374","4.59482","1.1017","29355","2272","thing","Man Bites Dog","2","6","10","10","10","2002","3,4,5,6","4","8+","Unplayable in another language","","","","","","standalone","","5.43","USD","","","2018-12-24","Amazon","1","","","2018-12-27","","","",""
"Manatee Sanctuary: Seacow Edition","421316","0","0","0","0","0","0","0","1","0","0","1","2","","","","","","125259853","5.54278","8.01287","2.5","13792","44","thing","Manatee Sanctuary: Seacow Edition","1","6","30","30","30","2025","2,3,4,5,6","2,3,4,5,6","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Mandala","264241","6","2","0","0","0","0","0","0","0","0","0","1","","","","","","69723413","6.95901","7.45469","1.7838","539","11305","thing","Mandala","2","2","20","20","20","2019","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mandala Stones","317504","6.8","1","0","0","0","0","0","1","0","0","0","3","","","","","","82474107","6.13365","6.84913","1.8308","2444","5324","thing","Mandala Stones","2","4","30","30","30","2021","2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Mandalorian: Adventures","420077","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","121608041","6.22337","7.54158","2.2368","2087","4007","thing","The Mandalorian: Adventures","1","4","60","60","30","2024","1,2,3","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
